stimulus_id,conv_id,query_id,query_text,retriever,generation_backend,summary,contribution_rating,knowledge_rating,trust_rating,leader_choice,notes
116,c8,0,What is the main topic of discussion?,tfidf,extractive_fallback,"For the question 'What is the main topic of discussion?', the retrieved evidence suggests: Speaker F said: Could we, can someone summarize today’s discussion in a few bullets? Speaker F said: Can someone summarize today’s discussion in a few bullets? please. Speaker F said: Can someone summarize today’s discussion in a few bullets? could we. Speaker G said: The main decision is which project idea we commit to. Speaker A said: Let's i agree. Can someone summarize today’s discussion in a few bullets?",,,,,
117,c8,1,What are the key points being discussed?,tfidf,extractive_fallback,"For the question 'What are the key points being discussed?', the retrieved evidence suggests: Speaker B said: It seems like, we should create a shared doc with open questions and next steps. Speaker C said: We should capture the reasoning behind the decision, not just the outcome. That way we can separate system behavior from human perception effects. Speaker B said: I'm not sure but, definitely, how do we define 'important' contributions in a fair way? Speaker F said: Action items: finalize data format, build indexing, and draft pitch. could we. Speaker B said: It seems like, let’s restate what we agreed on before we end the meeting.",,,,,
118,c8,2,What decisions were made?,tfidf,extractive_fallback,"For the question 'What decisions were made?', the retrieved evidence suggests: Speaker B said: It seems like, we should create a shared doc with open questions and next steps. Speaker C said: We should capture the reasoning behind the decision, not just the outcome. That way we can separate system behavior from human perception effects. Speaker B said: I'm not sure but, definitely, how do we define 'important' contributions in a fair way? Speaker F said: Action items: finalize data format, build indexing, and draft pitch. could we. Speaker B said: It seems like, let’s restate what we agreed on before we end the meeting.",,,,,
119,c8,3,What concerns were raised?,tfidf,extractive_fallback,"For the question 'What concerns were raised?', the retrieved evidence suggests: Speaker B said: It seems like, we should create a shared doc with open questions and next steps. Speaker C said: We should capture the reasoning behind the decision, not just the outcome. That way we can separate system behavior from human perception effects. Speaker B said: I'm not sure but, definitely, how do we define 'important' contributions in a fair way? Speaker F said: Action items: finalize data format, build indexing, and draft pitch. could we. Speaker B said: It seems like, let’s restate what we agreed on before we end the meeting.",,,,,
120,c8,4,What is the recommended approach?,tfidf,extractive_fallback,"For the question 'What is the recommended approach?', the retrieved evidence suggests: Speaker B said: It seems like, we should create a shared doc with open questions and next steps. Speaker C said: We should capture the reasoning behind the decision, not just the outcome. That way we can separate system behavior from human perception effects. Speaker B said: I'm not sure but, definitely, how do we define 'important' contributions in a fair way? Speaker F said: Action items: finalize data format, build indexing, and draft pitch. could we. Speaker B said: It seems like, let’s restate what we agreed on before we end the meeting.",,,,,
121,c9,0,What is the main topic of discussion?,tfidf,extractive_fallback,"For the question 'What is the main topic of discussion?', the retrieved evidence suggests: Speaker B said: I'm not sure but, we should log every retrieval step so we can explain results. Speaker D said: For sure, we should log every retrieval step so we can explain results. Speaker B said: It seems like, we could compare two setups to see if results are robust. Speaker B said: Kind of, i'm not fully convinced yet. A minimal system plus strong evaluation is probably the best strategy. Speaker C said: I agree. First we ingest chats, then index, then retrieve, then answer, then analyze logs. We can validate it quickly with a small pilot before we scale it up.",,,,,
122,c9,1,What are the key points being discussed?,tfidf,extractive_fallback,"For the question 'What are the key points being discussed?', the retrieved evidence suggests: Speaker B said: I'm not sure but, we should log every retrieval step so we can explain results. Speaker D said: For sure, we should log every retrieval step so we can explain results. Speaker B said: It seems like, we could compare two setups to see if results are robust. Speaker B said: Kind of, i'm not fully convinced yet. A minimal system plus strong evaluation is probably the best strategy. Speaker C said: I agree. First we ingest chats, then index, then retrieve, then answer, then analyze logs. We can validate it quickly with a small pilot before we scale it up.",,,,,
123,c9,2,What decisions were made?,tfidf,extractive_fallback,"For the question 'What decisions were made?', the retrieved evidence suggests: Speaker B said: I'm not sure but, we should log every retrieval step so we can explain results. Speaker D said: For sure, we should log every retrieval step so we can explain results. Speaker B said: It seems like, we could compare two setups to see if results are robust. Speaker B said: Kind of, i'm not fully convinced yet. A minimal system plus strong evaluation is probably the best strategy. Speaker C said: I agree. First we ingest chats, then index, then retrieve, then answer, then analyze logs. We can validate it quickly with a small pilot before we scale it up.",,,,,
124,c9,3,What concerns were raised?,tfidf,extractive_fallback,"For the question 'What concerns were raised?', the retrieved evidence suggests: Speaker B said: I'm not sure but, we should log every retrieval step so we can explain results. Speaker D said: For sure, we should log every retrieval step so we can explain results. Speaker B said: It seems like, we could compare two setups to see if results are robust. Speaker B said: Kind of, i'm not fully convinced yet. A minimal system plus strong evaluation is probably the best strategy. Speaker C said: I agree. First we ingest chats, then index, then retrieve, then answer, then analyze logs. We can validate it quickly with a small pilot before we scale it up.",,,,,
125,c9,4,What is the recommended approach?,tfidf,extractive_fallback,"For the question 'What is the recommended approach?', the retrieved evidence suggests: Speaker B said: I'm not sure but, we should log every retrieval step so we can explain results. Speaker D said: For sure, we should log every retrieval step so we can explain results. Speaker B said: It seems like, we could compare two setups to see if results are robust. Speaker B said: Kind of, i'm not fully convinced yet. A minimal system plus strong evaluation is probably the best strategy. Speaker C said: I agree. First we ingest chats, then index, then retrieve, then answer, then analyze logs. We can validate it quickly with a small pilot before we scale it up.",,,,,
