message_uid,msg_id,conv_id,speaker,message,timestamp,message_length_chars,message_length_words,num_sentences,avg_word_length,words_per_sentence,has_question,has_exclamation,num_questions,question_ratio,is_interrogative,is_declarative,num_uppercase_chars,num_digits,num_hedges,hedge_ratio,num_politeness,num_assertive,assertive_ratio,num_modal_verbs,modal_ratio,num_meta_conversation,num_first_person_pronouns,confidence_score,retrieved
c13_49,49,c13,G,Let’s define a small set of standard questions to ask the system.,2026-02-01T23:49:58,65,13,1,4.0,13.0,0,0,0,0.0,0,1,1,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0
c13_50,50,c13,A,The best option is we should decide what success looks like by the end of the semester.,2026-02-01T23:51:10,87,17,1,4.117647058823529,17.0,0,0,0,0.0,0,1,1,0,0,0.0,0,2,0.11764705882352941,1,0.058823529411764705,0,1,2,1
c13_51,51,c13,F,"Please, in my view, we can simulate group chats so we control ground truth and avoid privacy issues.",2026-02-01T23:51:50,100,18,1,4.444444444444445,18.0,0,0,0,0.0,0,1,1,0,0,0.0,1,0,0.0,1,0.05555555555555555,0,3,0,0
c13_52,52,c13,G,We should decide what success looks like by the end of the semester.,2026-02-01T23:53:37,68,13,1,4.230769230769231,13.0,0,0,0,0.0,0,1,1,0,0,0.0,0,1,0.07692307692307693,1,0.07692307692307693,0,1,1,1
c13_53,53,c13,F,Let’s decide how many conversations and messages we need for signal. thanks.,2026-02-01T23:54:42,76,13,2,4.769230769230769,6.5,0,0,0,0.0,0,1,1,0,0,0.0,1,0,0.0,0,0.0,0,1,0,0
c13_54,54,c13,G,"If we finish the prototype early, we’ll have time to run the user study.",2026-02-01T23:55:25,72,15,1,3.7333333333333334,15.0,0,0,0,0.0,0,1,1,0,0,0.0,0,0,0.0,0,0.0,0,2,0,0
c13_55,55,c13,G,We also need a human study to see if summaries change perception.,2026-02-01T23:55:53,65,12,1,4.416666666666667,12.0,0,0,0,0.0,0,1,1,0,0,0.0,0,0,0.0,0,0.0,0,1,0,1
c13_56,56,c13,G,I agree. We should include robustness checks by changing retrieval settings.,2026-02-01T23:57:37,76,11,2,5.818181818181818,5.5,0,0,0,0.0,0,1,2,0,0,0.0,0,1,0.09090909090909091,1,0.09090909090909091,0,2,1,0
c13_57,57,c13,C,We should measure who gets retrieved compared to who actually contributed. This also gives us something concrete to show in the proposal and final report.,2026-02-01T23:58:29,154,25,2,5.12,12.5,0,0,0,0.0,0,1,2,0,0,0.0,0,1,0.04,1,0.04,0,2,1,1
c13_58,58,c13,F,"If we overbuild, we’ll have less time for evaluation and writing. if you don't mind.",2026-02-01T23:59:38,84,17,2,3.823529411764706,8.5,0,0,0,0.0,0,1,1,0,0,0.0,0,0,0.0,0,0.0,0,2,0,1
c13_59,59,c13,A,I propose i agree. Let’s pick one main question and avoid building extra features.,2026-02-02T00:00:16,82,15,2,4.4,7.5,0,0,0,0.0,0,1,2,0,0,0.0,0,0,0.0,0,0.0,0,2,0,0
c13_60,60,c13,F,"If you don't mind, to be clear, i agree. Let’s define a small set of standard questions to ask the system.",2026-02-02T00:00:56,106,23,2,3.4782608695652173,11.5,0,0,0,0.0,0,1,2,0,0,0.0,0,0,0.0,0,0.0,1,1,0,0
c13_61,61,c13,C,Let’s decide how many conversations and messages we need for signal. This also gives us something concrete to show in the proposal and final report.,2026-02-02T00:01:17,148,26,2,4.653846153846154,13.0,0,0,0,0.0,0,1,2,0,0,0.0,0,0,0.0,0,0.0,0,2,0,1
c14_1,1,c14,C,Team: let's discuss class project planning and get aligned before we split tasks.,2026-02-02T00:00:00,81,14,1,4.714285714285714,14.0,0,0,0,0.0,0,1,1,0,0,0.0,0,0,0.0,0,0.0,1,1,0,0
c14_2,2,c14,B,"I think, we can simulate group chats so we control ground truth and avoid privacy issues.",2026-02-02T00:00:44,89,16,1,4.5,16.0,0,0,0,0.0,0,1,1,0,1,0.0625,0,0,0.0,1,0.0625,0,3,-1,0
c14_3,3,c14,A,"The best option is i agree. If we finish the prototype early, we’ll have time to run the user study.",2026-02-02T00:01:10,100,21,2,3.6666666666666665,10.5,0,0,0,0.0,0,1,2,0,0,0.0,0,1,0.047619047619047616,0,0.0,0,3,1,1
c14_4,4,c14,B,"It seems like, let’s decide how many conversations and messages we need for signal.",2026-02-02T00:02:03,83,15,1,4.466666666666667,15.0,0,0,0,0.0,0,1,1,0,1,0.06666666666666667,0,0,0.0,0,0.0,0,1,-1,0
c14_5,5,c14,A,"I recommend i agree. If we overbuild, we’ll have less time for evaluation and writing.",2026-02-02T00:02:47,86,16,2,4.25,8.0,0,0,0,0.0,0,1,2,0,0,0.0,0,1,0.0625,0,0.0,0,4,1,0
c14_6,6,c14,B,"Maybe, we need time near the end for polishing figures and slides.",2026-02-02T00:04:02,66,12,1,4.416666666666667,12.0,0,0,0,0.0,0,1,1,0,1,0.08333333333333333,0,0,0.0,0,0.0,0,1,-1,0
c14_7,7,c14,D,We can simulate group chats so we control ground truth and avoid privacy issues.,2026-02-02T00:05:21,80,14,1,4.714285714285714,14.0,0,0,0,0.0,0,1,1,0,0,0.0,0,0,0.0,1,0.07142857142857142,0,2,0,0
c14_8,8,c14,B,"Kind of, we also need a human study to see if summaries change perception.",2026-02-02T00:06:52,74,14,1,4.214285714285714,14.0,0,0,0,0.0,0,1,1,0,1,0.07142857142857142,0,0,0.0,0,0.0,0,1,-1,0
c14_9,9,c14,D,We need time near the end for polishing figures and slides.,2026-02-02T00:08:00,59,11,1,4.363636363636363,11.0,0,0,0,0.0,0,1,1,0,0,0.0,0,0,0.0,0,0.0,0,1,0,0
c14_10,10,c14,A,"We need to i agree. If we overbuild, we’ll have less time for evaluation and writing.",2026-02-02T00:08:33,85,17,2,3.8823529411764706,8.5,0,0,0,0.0,0,1,2,0,0,0.0,0,0,0.0,0,0.0,0,4,0,0
c14_11,11,c14,D,We should include robustness checks by changing retrieval settings.,2026-02-02T00:10:19,67,9,1,6.444444444444445,9.0,0,0,0,0.0,0,1,1,0,0,0.0,0,1,0.1111111111111111,1,0.1111111111111111,0,1,1,0
c14_12,12,c14,B,"I think, we should measure who gets retrieved compared to who actually contributed.",2026-02-02T00:11:26,83,13,1,5.3076923076923075,13.0,0,0,0,0.0,0,1,1,0,1,0.07692307692307693,0,1,0.07692307692307693,1,0.07692307692307693,0,2,0,0
c14_13,13,c14,E,Small question: Let’s define a small set of standard questions to ask the system?,2026-02-02T00:12:20,81,15,1,4.333333333333333,15.0,1,0,1,1.0,1,0,2,0,0,0.0,0,0,0.0,0,0.0,1,0,0,0
c14_14,14,c14,D,We should measure who gets retrieved compared to who actually contributed.,2026-02-02T00:14:04,74,11,1,5.7272727272727275,11.0,0,0,0,0.0,0,1,1,0,0,0.0,0,1,0.09090909090909091,1,0.09090909090909091,0,1,1,0
c14_15,15,c14,D,I agree.,2026-02-02T00:14:24,8,2,1,3.0,2.0,0,0,0,0.0,0,1,1,0,0,0.0,0,0,0.0,0,0.0,0,1,0,0
c14_16,16,c14,A,Let's we should store everything in a clean CSV with speaker IDs and timestamps.,2026-02-02T00:14:57,80,15,1,4.333333333333333,15.0,0,0,0,0.0,0,1,6,0,0,0.0,0,1,0.06666666666666667,1,0.06666666666666667,1,1,1,0
c14_17,17,c14,D,Let’s pick one main question and avoid building extra features.,2026-02-02T00:15:58,63,11,1,4.7272727272727275,11.0,0,0,0,0.0,0,1,1,0,0,0.0,0,0,0.0,0,0.0,0,0,0,1
c14_18,18,c14,B,"It seems like, if we finish the prototype early, we’ll have time to run the user study.",2026-02-02T00:16:26,87,18,1,3.7222222222222223,18.0,0,0,0,0.0,0,1,1,0,1,0.05555555555555555,0,0,0.0,0,0.0,0,2,-1,0
c14_19,19,c14,C,Let’s define a small set of standard questions to ask the system. This also gives us something concrete to show in the proposal and final report.,2026-02-02T00:17:29,145,27,2,4.333333333333333,13.5,0,0,0,0.0,0,1,2,0,0,0.0,0,0,0.0,0,0.0,0,1,0,1
c14_20,20,c14,E,Can we clarify: We need time near the end for polishing figures and slides?,2026-02-02T00:19:17,75,14,1,4.285714285714286,14.0,1,0,1,1.0,1,0,2,0,0,0.0,0,0,0.0,1,0.07142857142857142,1,2,0,0
c14_21,21,c14,C,"I agree. If we finish the prototype early, we’ll have time to run the user study. If we write this down as a checklist, we can avoid back-and-forth later.",2026-02-02T00:21:03,154,32,3,3.6875,10.666666666666666,0,0,0,0.0,0,1,3,0,0,0.0,0,0,0.0,1,0.03125,0,5,0,0
c14_22,22,c14,A,I recommend we should measure who gets retrieved compared to who actually contributed.,2026-02-02T00:21:36,86,13,1,5.615384615384615,13.0,0,0,0,0.0,0,1,1,0,0,0.0,0,2,0.15384615384615385,1,0.07692307692307693,0,2,2,0
c14_23,23,c14,B,"It seems like, we can simulate group chats so we control ground truth and avoid privacy issues.",2026-02-02T00:22:18,95,17,1,4.529411764705882,17.0,0,0,0,0.0,0,1,1,0,1,0.058823529411764705,0,0,0.0,1,0.058823529411764705,0,2,-1,0
c14_24,24,c14,C,"Let’s pick one main question and avoid building extra features. It might feel like extra work now, but it saves time during analysis.",2026-02-02T00:24:05,133,24,2,4.458333333333333,12.0,0,0,0,0.0,0,1,2,0,1,0.041666666666666664,0,0,0.0,1,0.041666666666666664,0,0,-1,1
c14_25,25,c14,D,"Let’s set weekly milestones: data, prototype, analysis, study, writing.",2026-02-02T00:24:56,71,10,1,5.6,10.0,0,0,0,0.0,0,1,1,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0
c14_26,26,c14,A,"Let's let’s set weekly milestones: data, prototype, analysis, study, writing.",2026-02-02T00:26:46,77,12,1,5.0,12.0,0,0,0,0.0,0,1,1,0,0,0.0,0,0,0.0,0,0.0,1,0,0,0
c14_27,27,c14,B,"Possibly, let’s define a small set of standard questions to ask the system.",2026-02-02T00:28:22,75,14,1,4.285714285714286,14.0,0,0,0,0.0,0,1,1,0,1,0.07142857142857142,0,0,0.0,0,0.0,0,0,-1,0
c14_28,28,c14,C,Let’s define a small set of standard questions to ask the system. This also gives us something concrete to show in the proposal and final report.,2026-02-02T00:29:38,145,27,2,4.333333333333333,13.5,0,0,0,0.0,0,1,2,0,0,0.0,0,0,0.0,0,0.0,0,1,0,1
c14_29,29,c14,E,Small question: We need multi-speaker conversations where each person has a distinct style?,2026-02-02T00:30:27,91,14,1,5.428571428571429,14.0,1,0,1,1.0,1,0,2,0,0,0.0,0,0,0.0,0,0.0,1,1,0,1
c14_30,30,c14,B,"I think, to be clear, we should measure who gets retrieved compared to who actually contributed.",2026-02-02T00:30:58,96,16,1,4.875,16.0,0,0,0,0.0,0,1,1,0,1,0.0625,0,1,0.0625,1,0.0625,1,2,0,0
c14_31,31,c14,C,"If we finish the prototype early, we’ll have time to run the user study. This also gives us something concrete to show in the proposal and final report.",2026-02-02T00:32:23,152,29,2,4.172413793103448,14.5,0,0,0,0.0,0,1,2,0,0,0.0,0,0,0.0,0,0.0,0,3,0,0
c14_32,32,c14,D,I agree.,2026-02-02T00:33:30,8,2,1,3.0,2.0,0,0,0,0.0,0,1,1,0,0,0.0,0,0,0.0,0,0.0,0,1,0,0
c14_33,33,c14,B,"I think, we need to keep the project focused so we can finish in time.",2026-02-02T00:35:12,70,15,1,3.6,15.0,0,0,0,0.0,0,1,1,0,1,0.06666666666666667,0,0,0.0,1,0.06666666666666667,0,3,-1,0
c14_34,34,c14,D,We should decide what success looks like by the end of the semester.,2026-02-02T00:37:00,68,13,1,4.230769230769231,13.0,0,0,0,0.0,0,1,1,0,0,0.0,0,1,0.07692307692307693,1,0.07692307692307693,0,1,1,0
c14_35,35,c14,A,"The best option is if we overbuild, we’ll have less time for evaluation and writing.",2026-02-02T00:37:33,84,16,1,4.1875,16.0,0,0,0,0.0,0,1,1,0,0,0.0,0,1,0.0625,0,0.0,0,2,1,1
c14_36,36,c14,C,"We should measure who gets retrieved compared to who actually contributed. It might feel like extra work now, but it saves time during analysis.",2026-02-02T00:38:29,144,24,2,4.916666666666667,12.0,0,0,0,0.0,0,1,2,0,1,0.041666666666666664,0,1,0.041666666666666664,2,0.08333333333333333,0,1,0,0
c14_37,37,c14,C,"If we overbuild, we’ll have less time for evaluation and writing. We can validate it quickly with a small pilot before we scale it up.",2026-02-02T00:39:15,134,26,2,4.076923076923077,13.0,0,0,0,0.0,0,1,2,0,0,0.0,0,0,0.0,1,0.038461538461538464,0,4,0,1
c14_38,38,c14,E,Just to check: We need time near the end for polishing figures and slides?,2026-02-02T00:39:39,74,14,1,4.214285714285714,14.0,1,0,1,1.0,1,0,2,0,0,0.0,0,0,0.0,0,0.0,1,1,0,0
c14_39,39,c14,A,I recommend let’s pick one main question and avoid building extra features.,2026-02-02T00:40:26,75,13,1,4.769230769230769,13.0,0,0,0,0.0,0,1,1,0,0,0.0,0,1,0.07692307692307693,0,0.0,0,1,1,1
c14_40,40,c14,E,Small question: I agree. We can simulate group chats so we control ground truth and avoid privacy issues?,2026-02-02T00:41:10,105,18,2,4.722222222222222,9.0,1,0,1,0.5,1,0,3,0,0,0.0,0,0,0.0,1,0.05555555555555555,1,3,0,0
c14_41,41,c14,C,I agree. We also need a human study to see if summaries change perception. That way we can separate system behavior from human perception effects.,2026-02-02T00:42:35,146,25,3,4.76,8.333333333333334,0,0,0,0.0,0,1,3,0,0,0.0,0,0,0.0,1,0.04,0,3,0,0
c14_42,42,c14,C,Let’s define a small set of standard questions to ask the system. This also gives us something concrete to show in the proposal and final report.,2026-02-02T00:44:01,145,27,2,4.333333333333333,13.5,0,0,0,0.0,0,1,2,0,0,0.0,0,0,0.0,0,0.0,0,1,0,1
c14_43,43,c14,D,We should assign owners for each part so work doesn’t overlap.,2026-02-02T00:45:19,62,12,1,4.166666666666667,12.0,0,0,0,0.0,0,1,1,0,0,0.0,0,1,0.08333333333333333,1,0.08333333333333333,0,1,1,0
c14_44,44,c14,B,"Possibly, let’s define a small set of standard questions to ask the system.",2026-02-02T00:45:47,75,14,1,4.285714285714286,14.0,0,0,0,0.0,0,1,1,0,1,0.07142857142857142,0,0,0.0,0,0.0,0,0,-1,0
c14_45,45,c14,E,"Just to check: If we finish the prototype early, we’ll have time to run the user study?",2026-02-02T00:46:14,87,18,1,3.7222222222222223,18.0,1,0,1,1.0,1,0,2,0,0,0.0,0,0,0.0,0,0.0,1,2,0,0
c14_46,46,c14,C,We need time near the end for polishing figures and slides. This also gives us something concrete to show in the proposal and final report.,2026-02-02T00:47:55,139,25,2,4.52,12.5,0,0,0,0.0,0,1,2,0,0,0.0,0,0,0.0,0,0.0,0,2,0,0
c14_47,47,c14,C,"Let’s set weekly milestones: data, prototype, analysis, study, writing. We can validate it quickly with a small pilot before we scale it up.",2026-02-02T00:48:25,140,24,2,4.583333333333333,12.0,0,0,0,0.0,0,1,2,0,0,0.0,0,0,0.0,1,0.041666666666666664,0,2,0,1
c14_48,48,c14,C,"I agree. Let’s decide how many conversations and messages we need for signal. It might feel like extra work now, but it saves time during analysis.",2026-02-02T00:49:31,147,27,3,4.333333333333333,9.0,0,0,0,0.0,0,1,3,0,1,0.037037037037037035,0,0,0.0,1,0.037037037037037035,0,2,-1,0
c14_49,49,c14,C,We need multi-speaker conversations where each person has a distinct style. We can validate it quickly with a small pilot before we scale it up.,2026-02-02T00:50:20,144,26,2,4.5,13.0,0,0,0,0.0,0,1,2,0,0,0.0,0,0,0.0,1,0.038461538461538464,0,3,0,0
c14_50,50,c14,A,The best option is i agree. We should decide what success looks like by the end of the semester.,2026-02-02T00:52:08,96,19,2,4.0,9.5,0,0,0,0.0,0,1,2,0,0,0.0,0,2,0.10526315789473684,1,0.05263157894736842,0,2,2,1
c14_51,51,c14,C,"In my view, if we overbuild, we’ll have less time for evaluation and writing. That way we can separate system behavior from human perception effects.",2026-02-02T00:53:46,149,26,2,4.615384615384615,13.0,0,0,0,0.0,0,1,2,0,0,0.0,0,0,0.0,1,0.038461538461538464,0,4,0,1
c14_52,52,c14,A,"The best option is let’s set weekly milestones: data, prototype, analysis, study, writing.",2026-02-02T00:54:44,90,14,1,5.071428571428571,14.0,0,0,0,0.0,0,1,1,0,0,0.0,0,1,0.07142857142857142,0,0.0,0,0,1,0
c14_53,53,c14,D,We should store everything in a clean CSV with speaker IDs and timestamps.,2026-02-02T00:56:18,74,13,1,4.6923076923076925,13.0,0,0,0,0.0,0,1,6,0,0,0.0,0,1,0.07692307692307693,1,0.07692307692307693,0,1,1,0
c14_54,54,c14,E,Can we clarify: We need multi-speaker conversations where each person has a distinct style?,2026-02-02T00:57:33,91,15,1,5.0,15.0,1,0,1,1.0,1,0,2,0,0,0.0,0,0,0.0,1,0.06666666666666667,1,2,0,1
c14_55,55,c14,C,I'm not fully convinced yet. We should assign owners for each part so work doesn’t overlap. We can validate it quickly with a small pilot before we scale it up.,2026-02-02T00:58:27,160,32,3,3.9375,10.666666666666666,0,0,0,0.0,0,1,3,0,0,0.0,0,1,0.03125,2,0.0625,0,4,1,0
c14_56,56,c14,B,"It seems like, we can simulate group chats so we control ground truth and avoid privacy issues.",2026-02-02T01:00:00,95,17,1,4.529411764705882,17.0,0,0,0,0.0,0,1,1,0,1,0.058823529411764705,0,0,0.0,1,0.058823529411764705,0,2,-1,0
c14_57,57,c14,B,"Possibly, i agree. We also need a human study to see if summaries change perception.",2026-02-02T01:01:39,84,15,2,4.466666666666667,7.5,0,0,0,0.0,0,1,2,0,1,0.06666666666666667,0,0,0.0,0,0.0,0,2,-1,0
c14_58,58,c14,E,Quick question: I agree. We also need a human study to see if summaries change perception?,2026-02-02T01:02:29,90,16,2,4.5,8.0,1,0,1,0.5,1,0,3,0,0,0.0,0,0,0.0,0,0.0,1,2,0,0
c14_59,59,c14,C,"Let’s decide how many conversations and messages we need for signal. If we write this down as a checklist, we can avoid back-and-forth later.",2026-02-02T01:04:13,141,27,2,4.148148148148148,13.5,0,0,0,0.0,0,1,2,0,0,0.0,0,0,0.0,1,0.037037037037037035,0,3,0,0
c14_60,60,c14,A,I propose we should measure who gets retrieved compared to who actually contributed.,2026-02-02T01:04:34,84,13,1,5.461538461538462,13.0,0,0,0,0.0,0,1,1,0,0,0.0,0,1,0.07692307692307693,1,0.07692307692307693,0,2,1,0
c14_61,61,c14,D,"Honestly, let’s pick one main question and avoid building extra features.",2026-02-02T01:06:14,73,12,1,5.0,12.0,0,0,0,0.0,0,1,1,0,0,0.0,0,0,0.0,0,0.0,0,0,0,1
c15_1,1,c15,F,Team: let's discuss study design discussion and get aligned before we split tasks.,2026-02-02T01:00:00,82,14,1,4.785714285714286,14.0,0,0,0,0.0,0,1,1,0,0,0.0,0,0,0.0,0,0.0,1,1,0,1
c15_2,2,c15,G,I'm not fully convinced yet. We should randomize which conversation they see to avoid learning effects.,2026-02-02T01:00:33,103,17,2,5.0,8.5,0,0,0,0.0,0,1,2,0,0,0.0,0,1,0.058823529411764705,1,0.058823529411764705,0,2,1,0
c15_3,3,c15,F,"Could we, i agree. I suspect verbose speakers will be retrieved more often just because they contain more keywords.",2026-02-02T01:02:07,115,19,2,4.947368421052632,9.5,0,0,1,0.5,1,0,2,0,1,0.05263157894736842,0,0,0.0,2,0.10526315789473684,0,3,-1,0
c15_4,4,c15,F,"Appreciate it, for the user study, we can ask who seems most knowledgeable or influential.",2026-02-02T01:03:06,90,15,1,4.866666666666666,15.0,0,0,0,0.0,0,1,1,0,1,0.06666666666666667,1,0,0.0,1,0.06666666666666667,0,1,-1,1
c15_5,5,c15,E,"Can we clarify: For the user study, we can ask who seems most knowledgeable or influential?",2026-02-02T01:03:43,91,16,1,4.5625,16.0,1,0,1,1.0,1,0,2,0,1,0.0625,0,0,0.0,2,0.125,1,2,-1,0
c15_6,6,c15,C,"To be clear, we can show participants a short system-generated summary and ask perception questions. If we write this down as a checklist, we can avoid back-and-forth later.",2026-02-02T01:05:06,173,31,2,4.483870967741935,15.5,0,0,0,0.0,0,1,2,0,0,0.0,0,0,0.0,2,0.06451612903225806,1,3,0,0
c15_7,7,c15,A,We should i agree. We can show participants a short system-generated summary and ask perception questions.,2026-02-02T01:05:44,106,17,2,5.176470588235294,8.5,0,0,0,0.0,0,1,2,0,0,0.0,0,1,0.058823529411764705,2,0.11764705882352941,0,3,1,0
c15_8,8,c15,E,Before we move on: Hedging language might be retrieved less because it sounds less decisive?,2026-02-02T01:06:36,92,15,1,5.066666666666666,15.0,1,0,1,1.0,1,0,2,0,1,0.06666666666666667,0,0,0.0,1,0.06666666666666667,1,1,-1,0
c15_9,9,c15,C,I'm not fully convinced yet. We should track agreement across participants to see if the effect is consistent. That way we can separate system behavior from human perception effects.,2026-02-02T01:07:24,182,30,3,5.0,10.0,0,0,0,0.0,0,1,3,0,0,0.0,0,1,0.03333333333333333,2,0.06666666666666667,0,3,1,0
c15_10,10,c15,C,"For the user study, we can ask who seems most knowledgeable or influential. We can validate it quickly with a small pilot before we scale it up.",2026-02-02T01:08:46,144,27,2,4.2592592592592595,13.5,0,0,0,0.0,0,1,2,0,1,0.037037037037037035,0,0,0.0,2,0.07407407407407407,0,3,-1,1
c15_11,11,c15,C,"I agree. We should collect demographics lightly, if allowed, but keep it minimal. We can validate it quickly with a small pilot before we scale it up.",2026-02-02T01:09:46,150,27,3,4.407407407407407,9.0,0,0,0,0.0,0,1,3,0,0,0.0,0,1,0.037037037037037035,2,0.07407407407407407,0,4,1,1
c15_12,12,c15,A,We need to we should track agreement across participants to see if the effect is consistent.,2026-02-02T01:10:47,92,16,1,4.75,16.0,0,0,0,0.0,0,1,1,0,0,0.0,0,1,0.0625,1,0.0625,0,2,1,1
c15_13,13,c15,C,We should randomize which conversation they see to avoid learning effects. We can validate it quickly with a small pilot before we scale it up.,2026-02-02T01:12:13,143,25,2,4.68,12.5,0,0,0,0.0,0,1,2,0,0,0.0,0,1,0.04,2,0.08,0,3,1,0
c15_14,14,c15,E,"Small question: For the user study, we can ask who seems most knowledgeable or influential?",2026-02-02T01:12:48,91,15,1,4.933333333333334,15.0,1,0,1,1.0,1,0,2,0,1,0.06666666666666667,0,0,0.0,1,0.06666666666666667,1,1,-1,0
c15_15,15,c15,E,Just to check: I suspect verbose speakers will be retrieved more often just because they contain more keywords?,2026-02-02T01:13:26,111,18,1,5.111111111111111,18.0,1,0,1,1.0,1,0,2,0,0,0.0,0,0,0.0,1,0.05555555555555555,1,1,0,0
c15_16,16,c15,F,"I agree. If retrieval is skewed, summaries may systematically misrepresent the group. could we.",2026-02-02T01:14:16,95,14,3,5.571428571428571,4.666666666666667,0,0,1,0.3333333333333333,1,0,2,0,1,0.07142857142857142,0,0,0.0,2,0.14285714285714285,0,2,-1,0
c15_17,17,c15,F,"Thanks, i suspect verbose speakers will be retrieved more often just because they contain more keywords.",2026-02-02T01:15:33,104,16,1,5.4375,16.0,0,0,0,0.0,0,1,1,0,0,0.0,1,0,0.0,1,0.0625,0,1,0,0
c15_18,18,c15,C,We can keep it lightweight with a Google Form and short tasks. We can validate it quickly with a small pilot before we scale it up.,2026-02-02T01:16:15,131,26,2,4.0,13.0,0,0,0,0.0,0,1,4,0,0,0.0,0,0,0.0,2,0.07692307692307693,0,3,0,1
c15_19,19,c15,E,"Quick question: Honestly, hedging language might be retrieved less because it sounds less decisive?",2026-02-02T01:17:52,99,14,1,5.928571428571429,14.0,1,0,1,1.0,1,0,2,0,1,0.07142857142857142,0,0,0.0,1,0.07142857142857142,1,0,-1,0
c15_20,20,c15,E,Before we move on: I agree. We can keep it lightweight with a Google Form and short tasks?,2026-02-02T01:19:11,90,18,2,3.888888888888889,9.0,1,0,1,0.5,1,0,5,0,0,0.0,0,0,0.0,1,0.05555555555555555,1,3,0,0
c15_21,21,c15,G,"For the user study, we can ask who seems most knowledgeable or influential.",2026-02-02T01:20:19,75,13,1,4.6923076923076925,13.0,0,0,0,0.0,0,1,1,0,1,0.07692307692307693,0,0,0.0,1,0.07692307692307693,0,1,-1,0
c15_22,22,c15,F,"If you don't mind, i suspect verbose speakers will be retrieved more often just because they contain more keywords.",2026-02-02T01:21:25,115,20,1,4.7,20.0,0,0,0,0.0,0,1,1,0,0,0.0,0,0,0.0,1,0.05,0,1,0,0
c15_23,23,c15,E,"Can we clarify: To be clear, i agree. We can keep it lightweight with a Google Form and short tasks?",2026-02-02T01:23:01,100,20,2,3.85,10.0,1,0,2,1.0,1,0,5,0,0,0.0,0,0,0.0,2,0.1,2,3,0,0
c15_24,24,c15,G,We should track agreement across participants to see if the effect is consistent.,2026-02-02T01:24:01,81,13,1,5.230769230769231,13.0,0,0,0,0.0,0,1,1,0,0,0.0,0,1,0.07692307692307693,1,0.07692307692307693,0,1,1,1
c15_25,25,c15,C,"To be clear, we should collect demographics lightly, if allowed, but keep it minimal. This also gives us something concrete to show in the proposal and final report.",2026-02-02T01:25:37,165,28,2,4.75,14.0,0,0,0,0.0,0,1,2,0,0,0.0,0,1,0.03571428571428571,1,0.03571428571428571,1,2,1,1
c15_26,26,c15,G,We can compute retrieval share per speaker and compare it to participation share.,2026-02-02T01:27:00,81,13,1,5.230769230769231,13.0,0,0,0,0.0,0,1,1,0,0,0.0,0,0,0.0,1,0.07692307692307693,0,1,0,0
c15_27,27,c15,F,Hedging language might be retrieved less because it sounds less decisive. thanks.,2026-02-02T01:27:33,81,12,2,5.666666666666667,6.0,0,0,0,0.0,0,1,1,0,1,0.08333333333333333,1,0,0.0,1,0.08333333333333333,0,0,-1,0
c15_28,28,c15,A,Let's we can show participants a short system-generated summary and ask perception questions.,2026-02-02T01:28:34,93,15,1,5.2,15.0,0,0,0,0.0,0,1,1,0,0,0.0,0,0,0.0,1,0.06666666666666667,1,1,0,0
c15_29,29,c15,C,"Definitely, i'm not fully convinced yet. We can compute retrieval share per speaker and compare it to participation share. It might feel like extra work now, but it saves time during analysis.",2026-02-02T01:29:45,192,33,3,4.696969696969697,11.0,0,0,0,0.0,0,1,3,0,1,0.030303030303030304,0,1,0.030303030303030304,2,0.06060606060606061,0,2,0,0
c15_30,30,c15,A,"We need to readers may think the most-retrieved speaker is the leader, even if they weren’t.",2026-02-02T01:31:01,92,18,1,4.055555555555555,18.0,0,0,0,0.0,0,1,1,0,0,0.0,0,0,0.0,1,0.05555555555555555,0,1,0,0
c15_31,31,c15,E,"Small question: Readers may think the most-retrieved speaker is the leader, even if they weren’t?",2026-02-02T01:32:01,97,17,1,4.588235294117647,17.0,1,0,1,1.0,1,0,2,0,0,0.0,0,0,0.0,1,0.058823529411764705,1,0,0,0
c15_32,32,c15,A,Let's we can show participants a short system-generated summary and ask perception questions.,2026-02-02T01:33:33,93,15,1,5.2,15.0,0,0,0,0.0,0,1,1,0,0,0.0,0,0,0.0,1,0.06666666666666667,1,1,0,0
c15_33,33,c15,F,Hedging language might be retrieved less because it sounds less decisive. appreciate it.,2026-02-02T01:34:51,88,13,2,5.6923076923076925,6.5,0,0,0,0.0,0,1,1,0,1,0.07692307692307693,1,0,0.0,1,0.07692307692307693,0,0,-1,0
c15_34,34,c15,G,"For the user study, we can ask who seems most knowledgeable or influential.",2026-02-02T01:35:26,75,13,1,4.6923076923076925,13.0,0,0,0,0.0,0,1,1,0,1,0.07692307692307693,0,0,0.0,1,0.07692307692307693,0,1,-1,0
c15_35,35,c15,F,We can keep it lightweight with a Google Form and short tasks. thanks.,2026-02-02T01:37:08,70,13,2,4.3076923076923075,6.5,0,0,0,0.0,0,1,3,0,0,0.0,1,0,0.0,1,0.07692307692307693,0,1,0,0
c15_36,36,c15,F,"We should compute style metrics: verbosity, hedging rate, assertiveness rate. thanks.",2026-02-02T01:38:11,85,11,2,6.363636363636363,5.5,0,0,0,0.0,0,1,1,0,0,0.0,1,1,0.09090909090909091,1,0.09090909090909091,0,1,1,0
